year_birth,age,education,marital_status,income,kidhome,teenhome,dt_customer,customer_since_years,column1,unnamed:_0,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1965,60,Master,Single,55250,0,1,21-10-2012,12,1272,711,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Single,33249,1,0,20-02-2013,12,1388,712,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Together,58398,0,0,14-05-2013,11,1044,713,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Together,50272,1,0,07-08-2013,11,6969,714,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0
1975,50,Phd,Married,76618,0,0,07-12-2012,12,10479,715,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0
1960,65,2N Cycle,Divorced,87305,0,0,23-09-2012,12,3619,716,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1
1978,47,Graduation,Together,25851,1,0,11-02-2013,12,1715,717,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Divorced,58710,0,1,31-03-2013,12,10159,718,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0
1958,67,Graduation,Single,45160,1,1,29-03-2014,11,1463,719,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1965,60,Master,Married,74806,0,1,19-12-2012,12,5114,720,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Married,59111,0,0,02-05-2013,11,4990,721,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0
1984,41,Phd,Married,18988,1,0,23-05-2014,10,4329,722,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,72190,0,0,13-02-2013,12,10936,723,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Married,7500,1,0,01-08-2012,12,4692,724,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1
1966,59,Graduation,Married,44794,0,1,08-06-2014,10,7212,725,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Married,80395,0,0,23-11-2013,11,6086,726,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0
1976,49,Master,Divorced,75012,0,0,25-01-2014,11,437,727,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0
1965,60,Master,Married,56962,2,1,11-10-2013,11,11171,728,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0
1991,34,Graduation,Together,89891,0,0,15-04-2013,11,11101,729,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0
1949,76,Phd,Divorced,35946,1,1,27-09-2013,11,5329,730,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0
1953,72,Phd,Together,53593,1,1,07-08-2012,12,610,731,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Married,66373,1,1,12-06-2013,11,9384,732,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0
1948,77,Phd,Divorced,45072,1,2,16-10-2013,11,5956,733,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Divorced,89694,1,1,09-10-2013,11,10430,734,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0
1949,76,Graduation,Married,72025,0,0,29-04-2014,10,7875,735,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1
1973,52,Graduation,Married,67432,0,1,29-03-2013,12,7072,736,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0
1952,73,Master,Together,70545,0,1,03-06-2014,10,6255,737,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0
1989,36,Basic,Married,17487,1,0,18-03-2013,12,6516,738,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Together,62882,0,1,09-08-2012,12,5564,739,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0
1953,72,Phd,Single,64108,0,1,23-03-2013,12,5682,740,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,34941,1,1,06-03-2013,12,7458,741,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0
1950,75,Phd,Single,48767,1,2,01-01-2014,11,5237,742,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Together,38702,1,0,01-08-2013,11,7761,743,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Married,82224,0,0,25-01-2014,11,5278,744,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0
1952,73,Graduation,Together,83844,0,0,12-05-2013,11,3560,745,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0
1975,50,2N Cycle,Married,17003,1,0,09-12-2013,11,7235,746,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0
1995,30,Graduation,Single,71163,0,0,09-03-2014,11,10548,747,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Single,33697,1,0,15-09-2013,11,2281,748,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0
1954,71,2N Cycle,Married,63564,0,0,29-01-2014,11,4073,749,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1
1972,53,Phd,Together,83443,0,0,31-12-2013,11,6974,750,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0
1958,67,Phd,Together,51518,0,1,03-10-2013,11,7938,751,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Widow,58330,0,1,25-12-2013,11,7094,752,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Married,80952,0,0,28-02-2013,12,3667,753,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1
1979,46,Graduation,Together,75507,0,0,02-05-2014,10,7723,754,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Together,63855,0,0,09-02-2013,12,3870,755,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0
1972,53,Phd,Together,62220,0,1,11-08-2012,12,4012,756,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
1964,61,Graduation,Married,58512,0,1,19-09-2013,11,5909,757,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0
1979,46,Master,Married,40662,1,0,15-03-2013,12,10470,758,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0
1959,66,Phd,Married,38829,0,1,06-04-2014,11,6488,759,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0
1981,44,2N Cycle,Married,35523,1,0,03-10-2013,11,10270,760,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Single,79146,1,1,24-04-2014,10,6887,761,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0
1988,37,Master,Married,78285,0,0,28-10-2013,11,6406,762,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0
1978,47,Phd,Single,31626,1,0,10-05-2013,11,7573,763,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1
1952,73,Graduation,Single,75127,0,0,22-05-2014,10,4508,764,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Married,48726,0,1,27-04-2013,11,221,765,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Married,74985,0,0,11-09-2012,12,5331,766,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0
1987,38,Graduation,Together,67430,0,0,05-09-2012,12,1911,767,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0
1965,60,2N Cycle,Married,46891,0,1,01-09-2013,11,20,768,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0
1956,69,Master,Married,62058,0,1,26-05-2013,11,8786,769,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Married,72063,0,1,03-07-2013,11,10582,770,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0
1951,74,Phd,Married,78939,0,0,12-12-2013,11,1915,771,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Single,42720,1,1,24-04-2013,11,8897,772,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1
1972,53,Graduation,Married,33622,1,1,13-04-2013,11,2371,773,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0
1957,68,Phd,Together,6835,0,1,08-12-2012,12,4303,774,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Together,41452,1,1,06-03-2013,12,6825,775,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1965,60,Phd,Single,40760,0,1,30-08-2013,11,1072,776,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1958,67,Phd,Together,74250,0,0,26-01-2014,11,4964,777,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0
1955,70,Master,Single,51124,1,1,18-12-2013,11,2461,778,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Single,72258,0,1,12-09-2013,11,10736,779,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0
1974,51,Phd,Single,71466,0,0,05-04-2014,11,3194,780,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Together,36283,1,1,14-04-2014,10,10839,781,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Single,20587,1,0,11-05-2014,10,49,782,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,30467,1,0,19-03-2014,11,4290,783,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Together,31590,1,0,18-06-2013,11,10219,784,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1986,39,Basic,Married,20425,1,0,29-10-2012,12,4211,785,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1960,65,Master,Together,17144,1,1,15-02-2014,11,1135,786,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0
1968,57,Phd,Divorced,42564,0,1,02-01-2013,12,6299,787,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1
1978,47,Master,Married,43783,1,0,29-05-2014,10,10846,788,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0
1976,49,Graduation,Divorced,40780,0,1,08-09-2012,12,347,789,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0
1945,80,Master,Together,62847,0,0,15-01-2013,12,6543,790,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0
1957,68,Phd,Married,82017,0,0,07-11-2012,12,10446,791,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1
1950,75,Graduation,Single,16813,0,0,19-07-2013,11,3479,792,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0
1978,47,Graduation,Married,51267,1,1,29-10-2013,11,11075,793,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Single,46524,0,1,05-04-2013,12,4442,794,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0
1962,63,Master,Single,45183,0,0,20-01-2013,12,199,795,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0
1954,71,Phd,Married,70421,0,1,28-06-2014,10,6722,796,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0
1965,60,2N Cycle,Divorced,60161,0,1,23-10-2012,12,796,797,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Together,73926,0,0,02-03-2013,12,3749,798,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Married,19329,1,0,14-12-2013,11,8523,799,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0
1970,55,Master,Married,61872,0,1,13-12-2013,11,310,800,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Widow,46984,1,1,26-03-2013,12,8629,801,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Married,34838,1,1,19-01-2013,12,236,802,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0
1944,81,Phd,Single,82716,0,0,05-11-2013,11,9930,803,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0
1958,67,Graduation,Married,48192,0,0,06-04-2013,12,3483,804,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1
1976,49,Master,Married,49681,0,2,04-11-2013,11,4599,805,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0
1971,54,Master,Married,56850,0,1,23-03-2014,11,7326,806,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0
1957,68,Graduation,Married,55267,0,1,21-10-2013,11,7352,807,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,59666,1,1,22-03-2013,12,2350,808,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0
1972,53,Graduation,Single,72504,0,1,06-04-2013,12,9145,809,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Married,26872,0,0,16-10-2013,11,2964,810,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Single,21359,1,0,20-04-2013,11,5585,811,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,1
1975,50,Graduation,Single,73170,0,0,31-05-2014,10,9687,812,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0
1955,70,Master,Married,52750,0,1,04-02-2013,12,3732,813,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0
1986,39,Phd,Together,91820,0,0,23-11-2013,11,6303,814,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0
1970,55,Phd,Together,65968,0,1,12-05-2014,10,11176,815,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0
1976,49,Graduation,Married,30772,1,1,12-03-2014,11,2986,816,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Single,22507,0,0,24-11-2012,12,7462,817,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Married,65685,0,1,29-03-2014,11,3900,818,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Married,25804,1,0,01-09-2013,11,7034,819,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1980,45,Phd,Single,76412,0,0,05-05-2013,11,9493,820,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1
1972,53,Graduation,Married,22063,1,0,08-08-2013,11,1143,821,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Single,57091,0,0,15-06-2014,10,1,822,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1
1963,62,Graduation,Married,22419,0,0,18-04-2013,11,3855,823,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Together,87771,0,1,22-05-2013,11,5536,824,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1
1959,66,2N Cycle,Divorced,78353,0,1,16-04-2013,11,5989,825,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0
1954,71,Graduation,Married,93404,1,2,07-05-2013,11,9499,826,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0
1962,63,Graduation,Divorced,37859,1,2,12-01-2013,12,6768,827,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1958,67,Phd,Widow,80995,0,1,11-05-2013,11,2150,828,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0
1984,41,Graduation,Together,16529,1,0,01-03-2014,11,6646,829,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1976,49,Phd,Divorced,55412,1,1,22-11-2013,11,4887,830,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0
1992,33,Graduation,Single,48789,0,0,10-09-2012,12,8560,831,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0
1967,58,Phd,Together,56575,0,2,05-05-2013,11,3321,832,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0
1980,45,2N Cycle,Together,25130,1,0,02-10-2013,11,11003,833,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Married,35441,1,1,14-02-2013,12,10402,834,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Married,71391,0,1,29-03-2013,12,9904,835,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0
1972,53,Master,Single,49494,1,0,25-04-2013,11,6141,836,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Divorced,81702,0,0,23-09-2012,12,5687,837,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0
1980,45,2N Cycle,Single,45889,0,1,02-07-2013,11,10856,838,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Single,56628,0,1,21-03-2014,11,5121,839,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0
1950,75,Graduation,Together,34026,1,1,05-08-2013,11,4186,840,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,40049,0,1,29-11-2012,12,368,841,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0
1988,37,Graduation,Single,34176,1,0,12-05-2014,10,3312,842,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Married,19419,1,0,10-11-2012,12,11121,843,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0
1960,65,2N Cycle,Married,82504,0,0,27-07-2013,11,5332,844,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Together,81205,0,0,13-01-2014,11,5848,845,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1
1991,34,2N Cycle,Single,61618,0,0,29-09-2012,12,10343,846,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0
1956,69,Master,Single,55284,0,1,24-12-2012,12,5935,847,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Single,49980,0,1,23-10-2013,11,2895,848,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Married,15072,2,0,10-05-2013,11,10262,849,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Single,49166,0,1,13-06-2013,11,7848,850,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0
1954,71,Phd,Married,65324,0,1,11-01-2014,11,9477,851,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0
1957,68,2N Cycle,Married,82347,0,0,06-11-2012,12,4856,852,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0
1966,59,Phd,Together,30843,1,1,26-05-2014,10,7186,853,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0
1974,51,Phd,Married,46374,0,1,17-03-2014,11,5794,854,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1
1979,46,Graduation,Single,60474,0,1,01-04-2013,12,1456,855,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0
1973,52,Master,Married,38576,0,1,04-03-2014,11,4877,856,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Married,55357,2,0,19-02-2013,12,425,857,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0
1966,59,Graduation,Together,37758,1,1,04-10-2012,12,3007,858,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1989,36,2N Cycle,Married,85710,0,0,05-05-2013,11,1031,859,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0
1969,56,Graduation,Together,23228,1,0,26-01-2014,11,4297,860,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1969,56,Master,Together,44602,1,1,15-02-2014,11,807,861,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0
1987,38,Graduation,Married,7500,0,0,09-01-2013,12,9553,862,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0
1989,36,2N Cycle,Together,38683,1,0,04-10-2012,12,4271,863,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0
1975,50,2N Cycle,Single,49514,1,0,17-12-2013,11,4120,864,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0
1973,52,Phd,Together,57906,0,1,11-06-2013,11,2036,865,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0
1966,59,Master,Single,43456,0,1,26-03-2013,12,115,866,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0
1986,39,Master,Single,19485,2,0,24-09-2013,11,4259,867,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Together,53172,0,1,06-05-2013,11,8687,868,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Together,30545,1,0,17-10-2012,12,2447,869,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1983,42,Phd,Together,70123,0,0,28-09-2013,11,10140,870,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0
1959,66,Graduation,Single,62450,0,1,06-01-2014,11,9353,871,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0
1976,49,Graduation,Together,21675,1,0,11-06-2014,10,3623,872,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0
1981,44,2N Cycle,Single,42395,1,1,04-04-2014,11,738,873,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0
1978,47,Master,Together,61346,1,0,06-10-2013,11,7631,874,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Together,80812,0,0,17-09-2013,11,4789,875,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0
1971,54,Master,Divorced,42835,1,1,30-06-2013,11,773,876,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Married,39922,1,0,14-02-2013,12,10602,877,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0
1956,69,Master,Single,86424,0,0,05-04-2014,11,1446,878,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Together,17117,1,0,17-01-2013,12,3270,879,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0
1972,53,Graduation,Single,24762,1,0,10-02-2014,11,8443,880,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,3,11,1
1975,50,Graduation,Married,35797,0,1,16-10-2012,12,9653,881,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Divorced,36627,2,0,23-07-2013,11,8916,882,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
1981,44,2N Cycle,Married,51111,1,1,19-06-2014,10,8017,883,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1972,53,Phd,Single,86857,0,0,12-09-2012,12,5830,884,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1
1970,55,Phd,Together,82072,0,0,02-07-2013,11,4597,885,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,3,11,0
1953,72,Phd,Single,46231,2,1,26-11-2012,12,7023,886,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Married,42243,1,1,11-12-2013,11,8086,887,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Together,51195,1,1,01-04-2013,12,8825,888,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0
1978,47,Master,Single,68092,0,0,16-12-2013,11,2930,889,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0
1973,52,Graduation,Married,31814,1,0,09-02-2013,12,1928,890,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,3,11,0
1965,60,Master,Widow,51390,1,1,08-09-2012,12,7108,891,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0
